"id_pagamento","data_pagamento","valor_pago","metodo_pagamento","id_pedido"
5518,2021-05-09,632.26,Cartão de Crédito,816
5519,2020-12-10,719.75,Pix,3594
5520,2023-07-20,667.44,PayPal,5413
5521,2020-03-11,917.14,Boleto,7839
5522,2021-08-12,708.86,Pix,5116
5523,2021-10-31,199.26,Boleto,7441
5524,2020-04-21,683.59,Pix,3048
5525,2022-05-14,950.19,PayPal,1187
5526,2021-07-11,283.88,Cartão de Crédito,7677
5527,2023-06-13,366.24,Cartão de Crédito,309
5528,2023-09-28,343.03,Boleto,6547
5529,2021-12-14,968.8,Boleto,4321
5530,2023-12-19,860.96,Cartão de Crédito,2665
5531,2022-11-26,809.23,PayPal,9157
5532,2021-04-24,316.42,Pix,872
5533,2022-10-27,807.76,Pix,5678
5534,2023-02-11,509.47,Boleto,7200
5535,2023-04-21,596.37,Boleto,7331
5536,2023-05-08,286.58,Boleto,142
5537,2020-07-13,677.82,Cartão de Crédito,2732
5538,2022-03-20,985.32,Cartão de Crédito,597
5539,2022-12-19,46.07,PayPal,9714
5540,2023-02-15,159.79,Boleto,8882
5541,2020-02-21,908.33,PayPal,1975
5542,2022-07-09,761.67,Pix,1675
5543,2021-09-02,519.6,PayPal,4003
5544,2020-10-15,975.89,Pix,3689
5545,2021-06-07,44.45,Pix,694
5546,2022-06-29,666.96,PayPal,2785
5547,2021-02-02,819.36,PayPal,4716
5548,2023-06-06,303.48,Pix,944
5549,2023-01-06,200.27,PayPal,4896
5550,2023-01-30,176.31,Boleto,8715
5551,2023-11-04,683.4,PayPal,9663
5552,2020-02-20,562.78,PayPal,844
5553,2022-01-12,248.16,Boleto,878
5554,2023-03-16,994.68,Boleto,7350
5555,2023-01-07,534.4,Boleto,1846
5556,2021-01-27,308.58,Pix,7373
5557,2020-06-03,372.52,PayPal,302
5558,2021-10-18,988.94,Cartão de Crédito,8821
5559,2023-07-31,395.37,Pix,3662
5560,2021-02-25,104.04,PayPal,7439
5561,2022-07-27,809.83,Cartão de Crédito,2771
5562,2022-07-25,419.42,Cartão de Crédito,3850
5563,2023-10-22,711.07,Cartão de Crédito,3982
5564,2021-04-20,965.55,Cartão de Crédito,2320
5565,2022-07-17,52.26,PayPal,5085
5566,2020-09-13,920.76,Cartão de Crédito,3480
5567,2022-10-09,629.54,Pix,3815
5568,2022-11-09,389.04,Pix,4908
5569,2021-08-29,104.23,Pix,7187
5570,2023-11-17,136.37,PayPal,4107
5571,2023-02-06,313.01,PayPal,7033
5572,2020-11-26,179.72,Cartão de Crédito,1393
5573,2023-05-30,862.76,Boleto,3558
5574,2023-10-26,208.87,Cartão de Crédito,7252
5575,2022-07-26,570.26,Boleto,1452
5576,2021-10-29,175.96,Boleto,5665
5577,2023-07-15,429.7,PayPal,7948
5578,2021-12-08,77.9,Pix,8070
5579,2020-08-02,997.67,Pix,9771
5580,2022-10-18,405.84,PayPal,125
5581,2022-09-21,751.58,Pix,1976
5582,2020-04-19,849.79,Pix,949
5583,2022-02-21,412.5,PayPal,6677
5584,2020-09-04,308.94,PayPal,6511
5585,2020-05-14,406.68,Pix,1545
5586,2020-06-05,149.98,Cartão de Crédito,7884
5587,2022-07-05,177.17,Boleto,1803
5588,2021-10-17,993.69,Pix,8242
5589,2022-02-12,100.73,Boleto,7849
5590,2021-11-27,179.93,PayPal,884
5591,2023-12-12,351.65,Boleto,8487
5592,2020-04-15,64.14,PayPal,1092
5593,2022-02-04,744.3,PayPal,8136
5594,2023-04-17,287.48,Cartão de Crédito,9623
5595,2021-08-07,902.1,Pix,5896
5596,2020-07-02,37.85,Cartão de Crédito,7898
5597,2020-04-28,20.79,Boleto,2872
5598,2020-06-23,260.77,PayPal,8053
5599,2023-01-04,126.56,Boleto,7514
5600,2023-07-14,973.54,Cartão de Crédito,6633
5601,2020-08-01,566.82,Pix,8671
5602,2022-07-21,175.99,PayPal,6487
5603,2022-04-03,674.42,PayPal,229
5604,2020-04-15,890.46,PayPal,5046
5605,2022-02-27,190.82,PayPal,8100
5606,2020-05-22,566.13,Cartão de Crédito,3519
5607,2022-06-15,164.38,Boleto,7464
5608,2020-07-12,45.8,Pix,3788
5609,2021-07-29,278.37,Cartão de Crédito,5638
5610,2023-12-22,179.45,Cartão de Crédito,2394
5611,2022-01-26,989.87,Pix,4138
5612,2022-04-02,131.96,PayPal,1388
5613,2023-12-10,465.56,Cartão de Crédito,8215
5614,2021-12-03,214.26,Boleto,9156
5615,2023-11-20,711.06,PayPal,934
5616,2021-01-29,100.05,PayPal,8509
5617,2022-11-21,216.61,Boleto,1993
5618,2020-04-08,977.19,Cartão de Crédito,4212
5619,2023-04-03,579.29,Pix,1552
5620,2021-10-20,678.4,Cartão de Crédito,7773
5621,2022-02-10,667.85,Pix,5675
5622,2023-07-18,382.96,Cartão de Crédito,277
5623,2023-10-10,565.86,Boleto,7545
5624,2022-06-12,278.92,Cartão de Crédito,5718
5625,2020-01-16,764.45,Boleto,5353
5626,2021-01-13,531.05,Pix,5478
5627,2022-02-07,884.26,Pix,3185
5628,2021-02-19,646.43,Cartão de Crédito,3216
5629,2021-09-15,910.78,Cartão de Crédito,6907
5630,2021-06-29,987.29,PayPal,1366
5631,2020-10-09,975.28,Boleto,9749
5632,2020-10-30,809.16,Cartão de Crédito,9296
5633,2023-12-27,471.63,Cartão de Crédito,959
5634,2023-12-18,882.54,Cartão de Crédito,3572
5635,2021-03-07,435.93,Boleto,4393
5636,2020-02-16,857.91,Pix,2243
5637,2020-03-04,894.31,Cartão de Crédito,1133
5638,2023-07-01,204.2,Cartão de Crédito,8144
5639,2023-07-07,909.82,Pix,8337
5640,2022-05-29,565.33,Boleto,7797
5641,2020-12-13,140.56,Cartão de Crédito,6674
5642,2020-02-20,87.31,Cartão de Crédito,9456
5643,2022-06-22,824.23,PayPal,5297
5644,2023-03-15,804.46,Boleto,1223
5645,2023-01-02,933.53,Boleto,2842
5646,2023-10-19,760.52,Boleto,8638
5647,2020-01-08,437.05,PayPal,7219
5648,2022-09-26,164.78,Pix,8454
5649,2022-03-29,204.52,Boleto,1774
5650,2020-01-03,577.24,Boleto,6899
5651,2020-01-27,66.49,Cartão de Crédito,3366
5652,2020-12-28,423.3,Pix,3059
5653,2020-11-24,720.15,Pix,3381
5654,2022-05-14,241.6,Pix,467
5655,2021-12-25,554.12,Boleto,1350
5656,2021-05-23,744.05,Pix,3106
5657,2020-03-30,402.56,Boleto,9903
5658,2020-07-14,322.19,Boleto,4943
5659,2023-07-24,491.64,PayPal,7457
5660,2020-12-12,558.98,Cartão de Crédito,1213
5661,2021-12-08,118.14,Pix,7128
5662,2020-09-08,900.52,PayPal,6081
5663,2021-02-16,832.82,Cartão de Crédito,8397
5664,2022-02-16,636.37,Boleto,4478
5665,2023-01-17,953.98,Cartão de Crédito,2659
5666,2022-12-20,937.68,Boleto,59
5667,2021-04-10,880.15,Cartão de Crédito,8074
5668,2022-02-22,539.24,Pix,2297
5669,2022-11-12,329.6,PayPal,2875
5670,2022-06-29,160.51,Boleto,7071
5671,2021-07-28,859.71,Boleto,5001
5672,2020-09-02,607.31,Boleto,2222
5673,2021-08-16,808.62,Pix,3786
5674,2023-08-01,569.33,Boleto,2732
5675,2021-12-16,326.92,Boleto,9869
5676,2020-05-15,581.8,Pix,2703
5677,2021-01-10,729.57,Cartão de Crédito,7319
5678,2023-09-28,947.93,Boleto,139
5679,2020-12-09,897.46,Pix,9834
5680,2023-01-17,752.13,Boleto,4008
5681,2022-07-31,255.13,PayPal,3252
5682,2023-06-27,762.09,Boleto,3067
5683,2022-09-04,503.27,PayPal,4091
5684,2022-09-17,688.28,PayPal,911
5685,2022-06-12,346.51,PayPal,3940
5686,2023-05-12,631.22,Boleto,864
5687,2020-09-07,691.67,PayPal,6972
5688,2020-09-21,571.93,PayPal,6996
5689,2020-10-24,810.04,Boleto,6942
5690,2021-09-28,982.73,Boleto,323
5691,2023-03-07,413.27,Cartão de Crédito,6976
5692,2023-10-09,275.42,Boleto,6755
5693,2020-12-30,757.26,Cartão de Crédito,8940
5694,2021-01-11,272.65,Pix,439
5695,2023-01-03,595.67,PayPal,1504
5696,2021-06-20,277.69,Pix,1294
5697,2021-12-30,458.09,Cartão de Crédito,4150
5698,2021-09-15,624.84,Boleto,5159
5699,2022-02-05,163.67,Boleto,2852
5700,2020-04-24,761.95,Cartão de Crédito,2262
5701,2021-01-19,745.51,PayPal,8991
5702,2021-12-17,308.09,Boleto,4925
5703,2022-03-04,660.48,Pix,6998
5704,2020-07-20,610.92,PayPal,9194
5705,2020-03-13,633.52,Cartão de Crédito,1926
5706,2020-04-03,709.41,PayPal,8431
5707,2022-07-01,900.88,Cartão de Crédito,6192
5708,2021-10-11,113.27,PayPal,9961
5709,2022-02-04,622.81,PayPal,3972
5710,2021-05-14,614.04,PayPal,6097
5711,2020-07-19,150.65,Cartão de Crédito,8438
5712,2022-09-28,852.73,Boleto,478
5713,2020-09-28,545.54,Pix,6344
5714,2022-01-27,281.28,Cartão de Crédito,1559
5715,2021-04-08,248.72,PayPal,9349
5716,2023-07-27,910.29,PayPal,1243
5717,2020-09-30,732.87,Boleto,2530
5718,2023-08-21,115.71,Pix,8073
5719,2021-05-28,905.68,Cartão de Crédito,6392
5720,2022-12-26,355.21,Pix,1642
5721,2022-12-17,336.7,Cartão de Crédito,6667
5722,2021-05-11,77.15,Boleto,9909
5723,2022-12-15,998.63,PayPal,2621
5724,2021-08-18,398.47,Cartão de Crédito,4154
5725,2020-10-09,128.43,Pix,7803
5726,2020-09-22,217.33,Pix,2179
5727,2021-06-28,729.93,Boleto,7087
5728,2021-12-07,596.54,Boleto,8934
5729,2023-03-06,877.11,PayPal,7526
5730,2022-08-18,325.14,Pix,7249
5731,2020-09-04,888.11,Pix,4931
5732,2023-05-23,751.53,Cartão de Crédito,6497
5733,2023-12-31,485.02,PayPal,7918
5734,2020-06-03,348.23,Boleto,69
5735,2022-05-19,635.26,Boleto,9348
5736,2021-02-10,626.07,Boleto,9044
5737,2023-11-27,187.09,Pix,5384
5738,2022-08-24,696.32,PayPal,6187
5739,2023-05-11,15.19,Boleto,4179
5740,2023-08-25,653.08,Boleto,6379
5741,2020-03-29,766.03,Cartão de Crédito,650
5742,2022-04-21,720.9,Boleto,4921
5743,2021-09-23,583.46,Pix,8467
5744,2020-02-29,11.34,Boleto,5411
5745,2022-11-27,93.29,Boleto,4165
5746,2020-06-20,526.5,PayPal,8491
5747,2022-01-29,843.17,PayPal,885
5748,2021-11-10,951.28,Pix,3849
5749,2020-11-19,976.55,Pix,5762
5750,2020-08-30,65.94,Cartão de Crédito,1813
5751,2022-12-30,920.73,Cartão de Crédito,405
5752,2022-04-07,736.48,Pix,4493
5753,2020-07-11,848.92,Pix,1324
5754,2021-02-11,960.47,PayPal,2289
5755,2020-03-18,89.01,Pix,7625
5756,2022-04-15,140.71,PayPal,8115
5757,2023-02-09,427.51,Cartão de Crédito,4762
5758,2023-08-21,669.88,Cartão de Crédito,3151
5759,2022-09-20,443.59,Cartão de Crédito,8271
5760,2023-04-11,984.67,Pix,8775
5761,2023-05-06,189.75,PayPal,4150
5762,2022-09-21,770.84,PayPal,6286
5763,2023-07-22,853.59,Cartão de Crédito,3993
5764,2022-07-23,72.65,Boleto,2971
5765,2021-04-26,71.47,Pix,3458
5766,2022-11-14,619.03,Cartão de Crédito,5658
5767,2023-10-22,705.57,PayPal,4848
5768,2022-03-02,631.8,Boleto,2436
5769,2021-02-02,870.89,Cartão de Crédito,4599
5770,2022-05-08,38.3,Boleto,499
5771,2022-10-27,532.59,Boleto,3713
5772,2020-06-10,38.19,Boleto,4043
5773,2021-02-03,457.86,Cartão de Crédito,9687
5774,2022-05-10,664.94,Cartão de Crédito,780
5775,2020-01-03,318.13,Cartão de Crédito,1915
5776,2020-05-04,978.47,Pix,6948
5777,2022-08-04,473.58,Pix,58
5778,2022-03-29,139.87,PayPal,6254
5779,2020-05-10,820.06,Cartão de Crédito,2833
5780,2023-07-24,408.28,Cartão de Crédito,9322
5781,2022-11-15,391.46,Boleto,4653
5782,2021-04-20,582.45,PayPal,9368
5783,2021-12-07,420.48,Pix,2993
5784,2020-07-15,746.7,Boleto,2806
5785,2021-10-08,738.21,Cartão de Crédito,9020
5786,2022-03-15,347.35,Boleto,3636
5787,2020-01-15,945.27,Boleto,7889
5788,2023-06-29,457.92,Boleto,9821
5789,2022-02-03,779.17,Boleto,7961
5790,2022-09-17,932.28,Cartão de Crédito,3295
5791,2020-06-19,680.21,Pix,3456
5792,2022-10-04,615.53,Cartão de Crédito,8118
5793,2022-11-24,750.13,PayPal,8869
5794,2022-04-05,245.82,PayPal,6085
5795,2021-09-12,777.43,Boleto,9024
5796,2022-06-08,962.41,PayPal,1581
5797,2020-08-23,780.95,PayPal,8331
5798,2022-12-19,301.82,PayPal,5023
5799,2023-04-02,896.43,Pix,5904
5800,2020-05-18,261.89,PayPal,7152
5801,2021-11-23,267.43,Pix,116
5802,2021-06-04,701.71,Cartão de Crédito,3273
5803,2022-06-11,974.57,Pix,7687
5804,2020-01-22,49.75,PayPal,7819
5805,2023-04-10,557.07,Pix,3846
5806,2023-04-14,675.41,Boleto,5878
5807,2023-12-02,984.45,Cartão de Crédito,7251
5808,2023-11-28,858.6,Pix,1608
5809,2022-10-09,349.23,PayPal,111
5810,2023-10-29,333.47,Pix,2134
5811,2020-07-13,881.82,Boleto,2598
5812,2022-12-02,80.62,PayPal,7784
5813,2021-02-24,483.76,PayPal,7431
5814,2023-05-17,852.29,PayPal,6844
5815,2020-11-20,858.7,Cartão de Crédito,8057
5816,2022-07-26,278.28,Pix,8579
5817,2020-10-05,593.77,Pix,5469
5818,2021-06-27,296.53,PayPal,7516
5819,2023-10-28,740.35,Boleto,2878
5820,2023-07-31,449.75,Boleto,183
5821,2022-12-21,917.0,Cartão de Crédito,1445
5822,2023-07-06,735.02,Cartão de Crédito,679
5823,2022-09-26,132.8,PayPal,5848
5824,2022-11-05,635.64,Cartão de Crédito,7807
5825,2020-10-03,906.57,Boleto,9639
5826,2022-10-26,735.39,Pix,3252
5827,2021-07-25,229.69,Cartão de Crédito,1729
5828,2022-08-28,567.74,PayPal,3179
5829,2020-01-02,825.29,PayPal,4194
5830,2021-10-17,999.35,Pix,2616
5831,2022-09-23,33.16,Cartão de Crédito,9401
5832,2022-06-13,377.28,Cartão de Crédito,8415
5833,2021-07-23,207.77,Boleto,4554
5834,2021-03-27,438.37,Cartão de Crédito,4042
5835,2023-09-20,605.39,Cartão de Crédito,2483
5836,2020-09-20,297.83,Boleto,6010
5837,2022-12-18,612.28,Boleto,3806
5838,2022-03-08,512.58,Boleto,8550
5839,2021-10-02,431.0,Cartão de Crédito,7821
5840,2022-07-18,810.98,PayPal,7480
5841,2021-09-22,544.51,Boleto,3239
5842,2021-11-13,138.59,Cartão de Crédito,1662
5843,2022-06-20,247.02,PayPal,3803
5844,2021-02-26,721.47,Pix,4943
5845,2020-07-09,615.98,Boleto,7477
5846,2021-08-02,759.76,Boleto,2394
5847,2020-02-24,736.79,PayPal,8363
5848,2021-12-31,872.96,PayPal,8145
5849,2020-03-09,903.44,Boleto,7582
5850,2020-08-18,325.78,Pix,7907
5851,2020-09-09,302.1,Cartão de Crédito,5493
5852,2021-08-12,341.64,PayPal,1230
5853,2023-03-15,275.61,PayPal,6461
5854,2020-09-18,563.41,PayPal,6615
5855,2022-03-26,650.9,PayPal,1459
5856,2023-06-17,431.6,Pix,2826
5857,2023-07-18,964.5,Pix,6507
5858,2021-03-29,627.14,Cartão de Crédito,6594
5859,2021-04-30,444.48,Pix,947
5860,2020-12-02,906.9,Pix,2155
5861,2023-01-16,148.27,Cartão de Crédito,6350
5862,2021-05-26,810.12,Pix,8542
5863,2022-01-12,599.98,Pix,6087
5864,2021-09-28,746.31,Boleto,9104
5865,2020-07-04,355.13,PayPal,6338
5866,2023-06-14,599.91,PayPal,1609
5867,2022-10-13,496.56,Boleto,4953
5868,2021-12-29,435.41,Boleto,5912
5869,2021-05-11,989.38,Boleto,1265
5870,2023-12-18,191.17,Boleto,4066
5871,2021-04-29,187.37,Boleto,4902
5872,2023-08-05,978.61,PayPal,6437
5873,2021-08-24,336.83,Pix,516
5874,2022-03-15,897.22,Boleto,5238
5875,2020-12-08,588.16,Boleto,5769
5876,2020-07-24,612.56,Pix,7831
5877,2021-11-25,928.05,Boleto,5223
5878,2023-05-08,112.52,Boleto,678
5879,2022-01-05,791.12,PayPal,97
5880,2021-06-10,794.53,PayPal,756
5881,2020-04-29,94.78,PayPal,7640
5882,2022-05-07,381.22,PayPal,7180
5883,2023-08-31,694.85,Boleto,624
5884,2020-04-08,316.65,Boleto,2750
5885,2022-09-09,947.06,Cartão de Crédito,5836
5886,2021-08-05,712.12,PayPal,8765
5887,2021-05-10,814.23,Cartão de Crédito,8739
5888,2023-03-26,157.6,Cartão de Crédito,7927
5889,2022-04-06,132.58,Pix,152
5890,2023-04-07,150.08,Pix,6416
5891,2020-03-04,12.18,PayPal,1888
5892,2020-05-11,582.62,Boleto,2773
5893,2020-07-06,40.65,Cartão de Crédito,717
5894,2020-12-29,47.4,Boleto,8581
5895,2020-01-09,353.04,Cartão de Crédito,5480
5896,2020-07-15,498.76,PayPal,9607
5897,2021-04-25,997.16,PayPal,6245
5898,2020-04-25,998.94,Cartão de Crédito,1559
5899,2020-07-02,964.16,PayPal,6549
5900,2021-03-03,798.26,Boleto,5231
5901,2021-07-26,260.7,Pix,8369
5902,2020-03-02,70.15,Boleto,279
5903,2020-08-06,865.44,Cartão de Crédito,1906
5904,2021-10-13,593.92,Boleto,963
5905,2022-08-01,657.66,Boleto,7525
5906,2020-01-05,662.44,Cartão de Crédito,6262
5907,2021-10-16,941.23,Pix,1877
5908,2020-08-28,107.61,Cartão de Crédito,816
5909,2023-03-24,750.33,PayPal,129
5910,2021-06-19,848.69,Pix,553
5911,2022-09-12,320.51,Boleto,4361
5912,2022-04-18,849.11,Boleto,1191
5913,2020-01-22,221.06,Boleto,1334
5914,2023-11-14,201.21,Pix,3686
5915,2023-11-07,353.44,Boleto,5396
5916,2022-11-05,637.0,Pix,783
5917,2022-11-25,926.74,Boleto,5679
5918,2020-04-25,800.49,Boleto,3263
5919,2023-04-27,29.78,Cartão de Crédito,528
5920,2022-02-15,375.15,Boleto,7931
5921,2021-02-18,998.76,Pix,9959
5922,2022-04-04,67.05,Cartão de Crédito,6799
5923,2021-06-01,890.82,PayPal,2701
5924,2021-08-23,432.5,Cartão de Crédito,613
5925,2022-08-31,198.93,Cartão de Crédito,2084
5926,2020-05-25,199.1,Pix,9211
5927,2020-06-11,630.14,Pix,726
5928,2022-10-07,139.66,Cartão de Crédito,6921
5929,2022-02-20,568.6,Pix,9445
5930,2023-04-04,14.21,Cartão de Crédito,1255
5931,2021-12-01,776.97,Pix,497
5932,2021-04-05,159.68,PayPal,5602
5933,2023-04-17,261.19,Cartão de Crédito,5202
5934,2021-07-30,377.95,Pix,3220
5935,2020-02-18,448.68,PayPal,8023
5936,2021-11-14,547.38,Boleto,2721
5937,2022-04-09,115.22,PayPal,6771
5938,2021-05-16,931.13,Cartão de Crédito,1065
5939,2020-06-03,232.14,Cartão de Crédito,8160
5940,2022-11-14,777.93,Cartão de Crédito,9795
5941,2022-04-13,123.54,Pix,5803
5942,2021-12-16,238.01,Boleto,9272
5943,2021-04-02,300.97,Cartão de Crédito,2305
5944,2022-10-17,941.2,Pix,2661
5945,2022-07-31,278.14,Cartão de Crédito,6733
5946,2022-08-20,90.51,Pix,5258
5947,2022-11-06,606.17,Pix,7355
5948,2021-09-08,345.77,Boleto,5896
5949,2021-03-08,46.79,Boleto,7316
5950,2023-05-26,97.1,Boleto,6834
5951,2022-07-06,240.01,Pix,5396
5952,2020-08-06,144.99,PayPal,8522
5953,2023-11-26,219.4,Cartão de Crédito,8340
5954,2020-09-08,65.76,PayPal,3373
5955,2020-03-11,677.04,Cartão de Crédito,309
5956,2023-09-20,272.01,Cartão de Crédito,10
5957,2020-03-07,721.59,Boleto,4244
5958,2023-07-01,463.5,Boleto,2320
5959,2023-07-09,512.01,PayPal,6290
5960,2023-04-29,914.3,Pix,4454
5961,2021-08-27,425.3,Cartão de Crédito,8519
5962,2023-01-31,228.19,Cartão de Crédito,8306
5963,2020-03-23,243.46,PayPal,180
5964,2020-06-13,652.16,Boleto,9085
5965,2023-02-03,597.63,PayPal,9196
5966,2022-12-24,287.96,Pix,612
5967,2021-02-15,900.41,Boleto,5230
5968,2021-04-15,217.88,Cartão de Crédito,4118
5969,2023-02-08,363.45,PayPal,5970
5970,2023-09-04,437.27,Cartão de Crédito,6154
5971,2022-02-11,913.94,Cartão de Crédito,8177
5972,2020-12-24,441.55,PayPal,2165
5973,2021-05-24,829.11,Pix,2448
5974,2022-12-16,579.13,Pix,3695
5975,2021-10-29,369.68,Cartão de Crédito,4235
5976,2021-11-17,982.09,Cartão de Crédito,3964
5977,2020-01-11,79.01,PayPal,9568
5978,2021-07-05,57.26,Pix,3697
5979,2023-06-15,426.68,PayPal,468
5980,2023-11-22,942.97,Cartão de Crédito,1493
5981,2020-05-12,733.3,PayPal,5193
5982,2020-11-26,69.69,Pix,5631
5983,2020-04-22,468.31,Pix,2078
5984,2022-02-15,558.1,Pix,7662
5985,2023-09-06,446.73,Pix,5299
5986,2020-02-18,904.23,PayPal,3869
5987,2023-08-11,715.61,PayPal,5135
5988,2021-05-05,213.91,Boleto,9283
5989,2022-03-31,871.27,Cartão de Crédito,7495
5990,2021-04-30,290.36,Boleto,5155
5991,2023-05-16,587.3,Boleto,2203
5992,2023-04-17,187.72,Cartão de Crédito,1908
5993,2022-03-15,480.72,PayPal,7344
5994,2022-01-16,515.55,Pix,5406
5995,2022-10-28,242.13,Cartão de Crédito,6523
5996,2023-12-06,871.78,Pix,5564
5997,2023-03-31,885.33,Cartão de Crédito,4759
5998,2020-02-06,393.56,PayPal,7554
5999,2021-12-08,567.36,PayPal,4646
6000,2020-12-25,980.84,Cartão de Crédito,9823
6001,2021-07-18,294.03,Boleto,615
6002,2021-09-28,305.5,PayPal,6276
6003,2023-06-26,709.67,Cartão de Crédito,9016
6004,2022-04-17,727.73,Cartão de Crédito,3417
6005,2023-08-31,950.76,Boleto,6017
6006,2020-01-06,909.07,Pix,4044
6007,2020-08-05,872.64,PayPal,5499
6008,2023-07-15,438.36,Pix,5924
6009,2021-09-23,130.75,Pix,9062
6010,2022-12-25,980.64,Cartão de Crédito,8788
6011,2022-04-14,840.46,PayPal,2099
6012,2022-08-02,135.71,Boleto,227
6013,2020-07-30,420.76,Cartão de Crédito,9158
6014,2021-07-20,258.17,Boleto,4343
6015,2022-04-08,113.85,Pix,1946
6016,2023-01-27,428.97,Pix,9575
6017,2020-12-31,274.71,Cartão de Crédito,1608
6018,2023-02-24,893.73,Pix,6787
6019,2023-04-21,697.16,Boleto,3410
6020,2022-05-30,234.07,Boleto,3071
6021,2023-11-29,141.56,Boleto,8306
6022,2022-07-17,219.12,PayPal,1224
6023,2023-11-08,420.69,PayPal,6245
6024,2020-04-03,859.2,Boleto,9915
6025,2023-09-11,202.86,Cartão de Crédito,8470
6026,2020-06-09,626.84,Cartão de Crédito,9042
6027,2022-07-26,445.98,Pix,3573
6028,2023-06-09,25.79,PayPal,1891
6029,2021-03-08,833.76,Cartão de Crédito,8838
6030,2023-02-22,618.89,Pix,2413
6031,2022-02-07,252.67,Cartão de Crédito,9597
6032,2020-12-13,203.37,Pix,1365
6033,2021-03-11,237.42,PayPal,2374
6034,2021-08-08,933.62,Cartão de Crédito,8562
6035,2023-11-04,960.14,PayPal,6927
6036,2020-04-15,811.29,Pix,7164
6037,2020-09-25,29.73,Pix,137
6038,2021-01-01,289.38,PayPal,4613
6039,2020-07-24,49.92,Boleto,2880
6040,2021-06-02,896.91,PayPal,432
6041,2022-03-04,73.49,Cartão de Crédito,2281
6042,2022-08-31,23.84,Pix,3842
6043,2022-01-11,233.84,Cartão de Crédito,3068
6044,2022-09-27,672.43,Boleto,2642
6045,2020-11-17,119.33,PayPal,6580
6046,2023-04-23,969.83,Pix,6316
6047,2023-07-05,530.17,Cartão de Crédito,4435
6048,2022-08-31,29.77,Boleto,5226
6049,2021-10-19,236.73,PayPal,7428
6050,2022-05-06,870.03,Pix,1203
6051,2020-04-10,966.91,Boleto,503
6052,2021-04-01,238.49,PayPal,716
6053,2021-04-03,408.91,Boleto,3066
6054,2021-07-13,690.99,Pix,1532
6055,2023-01-02,481.46,Pix,9782
6056,2020-03-10,628.77,Boleto,1090
6057,2022-06-29,96.3,PayPal,505
6058,2021-04-05,671.47,Pix,7261
6059,2022-12-11,632.88,Boleto,9563
6060,2021-01-21,257.55,Cartão de Crédito,498
6061,2021-08-16,921.27,Cartão de Crédito,6420
6062,2022-10-27,510.26,Boleto,9500
6063,2021-12-07,606.53,Cartão de Crédito,4691
6064,2021-01-20,212.18,PayPal,4359
6065,2021-12-17,255.86,Boleto,8611
6066,2023-09-19,665.81,Pix,7487
6067,2022-12-03,732.43,PayPal,3057
6068,2021-01-07,225.71,Cartão de Crédito,5295
6069,2022-07-04,382.73,Boleto,2655
6070,2020-08-30,815.07,Boleto,5031
6071,2023-02-05,794.07,PayPal,2570
6072,2020-03-12,867.58,PayPal,1655
6073,2022-07-01,483.79,Boleto,3740
6074,2022-03-02,736.41,Boleto,4974
6075,2021-02-08,918.85,PayPal,420
6076,2020-09-29,680.99,Boleto,1540
6077,2020-05-12,780.98,Boleto,6022
6078,2023-04-02,211.84,Boleto,3272
6079,2023-01-30,966.26,Boleto,7899
6080,2020-07-27,837.05,Pix,8888
6081,2022-05-05,126.51,Cartão de Crédito,1907
6082,2021-10-11,726.85,PayPal,1546
6083,2020-10-23,612.96,Boleto,1014
6084,2022-07-20,134.9,Cartão de Crédito,9447
6085,2023-08-19,828.7,Pix,6100
6086,2023-07-15,458.16,Boleto,2446
6087,2023-04-16,125.06,Cartão de Crédito,8464
6088,2023-04-04,945.15,PayPal,5394
6089,2021-09-27,407.94,PayPal,3515
6090,2023-09-12,875.01,Pix,8423
6091,2021-08-17,487.49,PayPal,5925
6092,2020-06-13,653.27,Cartão de Crédito,5441
6093,2020-12-18,84.59,PayPal,3796
6094,2021-03-28,731.69,PayPal,8480
6095,2020-04-28,876.18,Pix,2012
6096,2020-06-29,223.37,Pix,6908
6097,2023-12-04,651.55,Cartão de Crédito,3143
6098,2023-11-28,713.76,Cartão de Crédito,6925
6099,2020-09-07,279.24,Cartão de Crédito,1551
6100,2023-02-05,913.31,Pix,2751
6101,2022-10-07,683.04,Boleto,5001
6102,2023-01-23,507.46,Pix,6405
6103,2022-10-08,464.17,Boleto,8520
6104,2021-01-28,492.63,PayPal,8984
6105,2021-04-26,499.77,Pix,8779
6106,2020-03-11,181.05,Boleto,8004
6107,2021-12-19,623.24,Cartão de Crédito,4658
6108,2022-07-07,454.13,PayPal,92
6109,2020-07-10,149.23,Cartão de Crédito,6957
6110,2021-03-28,433.0,Pix,8495
6111,2021-12-19,709.37,PayPal,5945
6112,2021-12-06,643.61,PayPal,8190
6113,2023-02-23,210.31,PayPal,3384
6114,2023-03-23,469.27,Boleto,7850
6115,2022-03-21,899.88,Cartão de Crédito,2978
6116,2022-04-10,766.42,PayPal,3825
6117,2022-04-03,73.57,Cartão de Crédito,3553
6118,2020-05-15,420.65,PayPal,5847
6119,2020-11-06,427.42,Pix,1818
6120,2021-10-28,260.91,Cartão de Crédito,5510
6121,2020-07-27,458.92,Pix,2022
6122,2021-05-22,636.79,PayPal,4273
6123,2023-03-31,553.96,PayPal,8961
6124,2023-12-01,531.31,Pix,5797
6125,2020-10-28,212.24,Cartão de Crédito,1457
6126,2021-10-25,344.38,PayPal,4962
