"id_item","quantidade","preco_unitario","subtotal","id_pedido","id_produto"
3403,5,580.44,2902.2,7168,3839
3404,7,737.51,5162.57,3009,3226
3405,4,979.21,3916.84,3985,9566
3406,9,289.74,2607.66,3804,713
3407,1,60.14,60.14,9754,9083
3408,8,249.51,1996.08,1041,1930
3409,6,82.76,496.56,1265,394
3410,10,839.54,8395.4,255,400
3411,1,401.95,401.95,1772,6083
3412,2,261.46,522.92,5103,3078
3413,8,634.03,5072.24,7194,893
3414,6,879.9,5279.4,8694,662
3415,9,67.45,607.05,1692,5561
3416,1,282.6,282.6,3642,1111
3417,5,239.28,1196.4,9819,7172
3418,4,509.92,2039.68,4721,5301
3419,8,396.7,3173.6,6999,7041
3420,2,776.52,1553.04,9911,5301
3421,2,217.95,435.9,9531,612
3422,7,977.53,6842.71,7639,8563
3423,8,933.52,7468.16,2058,861
3424,1,454.32,454.32,6693,9171
3425,3,910.15,2730.45,2358,962
3426,5,751.62,3758.1,1211,392
3427,6,679.41,4076.46,950,3769
3428,8,516.81,4134.48,9828,2573
3429,7,862.9,6040.3,5551,9960
3430,1,943.87,943.87,8980,57
3431,1,711.72,711.72,5176,8904
3432,1,107.47,107.47,1309,2684
3433,4,965.2,3860.8,3584,5101
3434,8,467.87,3742.96,3473,5130
3435,2,876.66,1753.32,2565,3399
3436,5,951.18,4755.9,4061,9096
3437,3,680.69,2042.07,2803,8597
3438,2,387.86,775.72,9932,6319
3439,2,997.88,1995.76,8162,3787
3440,9,690.38,6213.42,5761,769
3441,5,612.96,3064.8,7856,1257
3442,3,169.31,507.93,96,9173
3443,7,170.51,1193.57,3597,8569
3444,9,17.07,153.63,1725,4114
3445,9,497.22,4474.98,7616,1210
3446,8,745.7,5965.6,6409,3074
3447,2,866.25,1732.5,6666,6009
3448,5,922.72,4613.6,1073,701
3449,6,586.54,3519.24,55,20
3450,10,831.32,8313.2,8187,4268
3451,5,800.73,4003.65,7087,5318
3452,4,758.43,3033.72,5471,4001
3453,8,671.76,5374.08,6833,5571
3454,10,501.64,5016.4,6790,6657
3455,3,19.07,57.21,3537,7610
3456,10,125.09,1250.9,1889,5087
3457,2,770.46,1540.92,653,327
3458,3,531.61,1594.83,1291,292
3459,6,741.99,4451.94,8802,4060
3460,2,522.08,1044.16,1882,2428
3461,8,565.7,4525.6,8775,1562
3462,10,961.02,9610.2,3956,4758
3463,2,590.37,1180.74,8209,4268
3464,8,672.67,5381.36,827,7457
3465,3,754.66,2263.98,5492,4426
3466,3,510.66,1531.98,2101,3508
3467,3,271.88,815.64,412,8716
3468,7,649.58,4547.06,19,8291
3469,1,249.73,249.73,5562,376
3470,5,380.62,1903.1,9006,4538
3471,10,698.98,6989.8,2974,8284
3472,9,440.47,3964.23,227,6790
3473,9,472.05,4248.45,5900,2652
3474,7,912.57,6387.99,7123,2758
3475,9,948.49,8536.41,9583,1678
3476,5,317.04,1585.2,8902,4379
3477,6,85.49,512.94,527,5814
3478,6,64.33,385.98,936,3274
3479,2,862.89,1725.78,6959,8380
3480,8,812.07,6496.56,9307,870
3481,3,313.62,940.86,9597,5893
3482,4,319.01,1276.04,3937,6687
3483,9,803.48,7231.32,3601,4408
3484,9,515.94,4643.46,6535,6877
3485,1,453.96,453.96,8047,9144
3486,8,182.97,1463.76,7626,5001
3487,6,588.79,3532.74,7783,2378
3488,6,775.37,4652.22,4853,5541
3489,4,396.54,1586.16,3420,7577
3490,9,782.04,7038.36,1909,7696
3491,4,149.21,596.84,5915,1882
3492,5,848.44,4242.2,2064,6740
3493,8,623.07,4984.56,2306,5851
3494,8,369.04,2952.32,1412,5706
3495,8,629.83,5038.64,8378,3358
3496,1,449.3,449.3,8731,7229
3497,8,635.81,5086.48,4661,9449
3498,1,117.68,117.68,1346,7864
3499,5,939.31,4696.55,4933,2389
3500,4,285.68,1142.72,1637,983
3501,8,22.22,177.76,5891,7362
3502,9,965.26,8687.34,2159,5493
3503,1,891.08,891.08,1417,3858
3504,10,541.37,5413.7,5121,9861
3505,5,219.52,1097.6,9024,2289
3506,5,260.53,1302.65,1989,5511
3507,8,68.54,548.32,3467,3261
3508,9,250.49,2254.41,6847,1497
3509,7,270.97,1896.79,8706,4066
3510,10,145.56,1455.6,3299,4287
3511,9,119.33,1073.97,3863,9116
3512,2,430.26,860.52,5773,9068
3513,5,190.37,951.85,7447,5659
3514,10,554.03,5540.3,3157,3076
3515,4,728.45,2913.8,6047,6931
3516,2,364.6,729.2,8485,4249
3517,8,941.98,7535.84,4020,1807
3518,9,620.01,5580.09,9962,4535
3519,7,360.99,2526.93,5763,4406
3520,5,111.76,558.8,3154,3363
3521,3,926.14,2778.42,2486,4340
3522,9,661.32,5951.88,3466,2574
3523,8,71.7,573.6,1663,7675
3524,9,43.79,394.11,4687,2662
3525,1,740.61,740.61,6168,1084
3526,10,376.18,3761.8,3878,8347
3527,4,932.7,3730.8,8189,8081
3528,10,398.26,3982.6,8810,2323
3529,2,671.3,1342.6,5150,4342
3530,1,276.39,276.39,6769,2425
3531,2,154.21,308.42,4885,6051
3532,4,616.02,2464.08,7212,8974
3533,6,424.89,2549.34,9047,2774
3534,6,814.7,4888.2,3923,6366
3535,6,90.5,543.0,2940,2377
3536,1,285.84,285.84,165,9350
3537,9,646.58,5819.22,8970,2079
3538,3,330.52,991.56,2375,5255
3539,10,202.45,2024.5,5745,1910
3540,3,470.17,1410.51,9794,8630
3541,6,182.79,1096.74,5893,6545
3542,5,247.55,1237.75,9830,7700
3543,7,161.93,1133.51,8045,8038
3544,1,788.82,788.82,3785,3404
3545,5,918.42,4592.1,5663,202
3546,8,458.72,3669.76,887,7016
3547,8,403.05,3224.4,8397,1715
3548,9,182.54,1642.86,1142,7294
3549,3,677.22,2031.66,7015,2028
3550,6,182.98,1097.88,2392,4199
3551,3,535.27,1605.81,9734,2507
3552,5,797.68,3988.4,1491,8745
3553,2,461.99,923.98,3232,1258
3554,6,252.81,1516.86,5067,6501
3555,3,399.37,1198.11,7918,1960
3556,5,57.96,289.8,2460,2152
3557,1,187.52,187.52,299,9551
3558,10,14.94,149.4,4881,417
3559,7,883.11,6181.77,304,3454
3560,6,48.37,290.22,3463,1897
3561,6,789.56,4737.36,3653,8045
3562,2,736.92,1473.84,2933,6331
3563,8,345.38,2763.04,8432,2467
3564,10,608.07,6080.7,8523,1902
3565,4,978.96,3915.84,291,9229
3566,5,919.53,4597.65,6916,4304
3567,2,314.14,628.28,8611,7290
3568,3,431.99,1295.97,150,4145
3569,7,956.8,6697.6,2801,8048
3570,8,852.27,6818.16,6348,5936
3571,2,655.0,1310.0,2068,4087
3572,2,73.24,146.48,9950,1441
3573,10,821.55,8215.5,5295,390
3574,6,882.0,5292.0,1650,418
3575,3,700.97,2102.91,6096,4420
3576,7,889.48,6226.36,7671,3845
3577,5,963.9,4819.5,8583,1578
3578,5,27.19,135.95,2385,3095
3579,1,321.08,321.08,8381,9531
3580,3,171.63,514.89,581,1677
3581,1,863.21,863.21,7829,1859
3582,4,404.63,1618.52,8977,5776
3583,5,555.76,2778.8,3938,1261
3584,5,571.63,2858.15,1378,711
3585,7,28.61,200.27,7784,8783
3586,9,760.56,6845.04,611,9195
3587,8,692.2,5537.6,871,2282
3588,6,583.42,3500.52,458,1668
3589,5,88.0,440.0,2833,5623
3590,9,765.21,6886.89,5338,1107
3591,1,933.71,933.71,976,1146
3592,3,692.71,2078.13,7300,2076
3593,1,940.24,940.24,4369,7005
3594,5,977.84,4889.2,97,9242
3595,8,496.07,3968.56,7716,6028
3596,7,72.43,507.01,8865,4626
3597,3,580.25,1740.75,2387,3073
3598,7,707.43,4952.01,7416,4416
3599,2,764.59,1529.18,4055,3523
3600,9,495.65,4460.85,1845,2410
3601,6,574.04,3444.24,4594,6053
3602,6,655.83,3934.98,2609,1320
3603,8,488.65,3909.2,4133,3782
3604,3,917.31,2751.93,6845,9676
3605,7,999.71,6997.97,1136,7703
3606,2,504.09,1008.18,7984,442
3607,2,267.08,534.16,4265,1020
3608,3,159.18,477.54,1572,2175
3609,3,706.22,2118.66,797,3124
3610,2,636.8,1273.6,1113,8755
3611,1,492.34,492.34,7694,5880
3612,9,98.94,890.46,2418,253
3613,4,412.58,1650.32,70,2659
3614,5,845.03,4225.15,8983,1210
3615,7,738.62,5170.34,6314,3310
3616,7,95.18,666.26,7810,5791
3617,6,528.81,3172.86,5290,6548
3618,3,914.36,2743.08,4404,3580
3619,2,428.78,857.56,6155,5225
3620,2,733.25,1466.5,1256,4936
3621,5,746.25,3731.25,6561,5685
3622,10,501.38,5013.8,5611,4126
3623,2,376.64,753.28,3825,2575
3624,1,928.2,928.2,92,2235
3625,4,515.63,2062.52,2171,9239
3626,3,427.31,1281.93,9250,9984
3627,1,378.45,378.45,1471,3175
3628,2,715.96,1431.92,8217,8489
3629,6,302.45,1814.7,9553,7091
3630,2,547.48,1094.96,1677,5193
3631,5,733.04,3665.2,3932,4515
3632,1,245.67,245.67,352,126
3633,10,565.81,5658.1,379,2177
3634,7,574.26,4019.82,8674,1733
3635,6,518.99,3113.94,2893,562
3636,6,687.54,4125.24,2042,668
3637,3,859.86,2579.58,5780,2946
3638,8,72.57,580.56,8867,4271
3639,9,133.55,1201.95,2014,438
3640,2,356.26,712.52,7012,3091
3641,1,848.43,848.43,8231,8143
3642,5,125.65,628.25,7934,6734
3643,5,355.47,1777.35,5325,6366
3644,3,806.7,2420.1,2067,5023
3645,7,184.65,1292.55,235,8550
3646,6,622.5,3735.0,9089,9547
3647,1,969.95,969.95,266,3172
3648,4,313.52,1254.08,8597,4221
3649,8,167.5,1340.0,3301,4317
3650,6,214.7,1288.2,2027,5961
3651,8,383.08,3064.64,692,5525
3652,5,563.03,2815.15,1770,9314
3653,9,230.63,2075.67,4351,95
3654,10,283.69,2836.9,5737,8539
3655,1,124.62,124.62,1105,758
3656,9,964.44,8679.96,2885,3388
3657,8,777.59,6220.72,7845,3725
3658,3,814.33,2442.99,853,4822
3659,2,807.47,1614.94,8376,5499
3660,6,797.84,4787.04,7240,1316
3661,1,317.6,317.6,9898,2407
3662,9,506.82,4561.38,5132,893
3663,9,917.92,8261.28,7261,4042
3664,2,595.62,1191.24,1302,1347
3665,5,805.75,4028.75,3163,265
3666,7,579.29,4055.03,7357,8356
3667,6,66.67,400.02,7627,3938
3668,10,972.58,9725.8,9548,8271
3669,5,180.99,904.95,1612,2291
3670,10,152.22,1522.2,8099,562
3671,9,247.27,2225.43,2100,4281
3672,6,303.22,1819.32,5902,1123
3673,9,881.0,7929.0,251,669
3674,3,44.92,134.76,4950,4414
3675,1,128.32,128.32,6459,4974
3676,4,349.72,1398.88,4104,3273
3677,7,150.15,1051.05,340,5732
3678,10,179.89,1798.9,9653,4730
3679,8,822.47,6579.76,3937,6868
3680,3,249.49,748.47,9275,7992
3681,7,790.01,5530.07,7780,8303
3682,7,870.24,6091.68,433,140
3683,7,125.46,878.22,4364,7138
3684,7,632.27,4425.89,7438,2724
3685,8,890.39,7123.12,6580,9888
3686,3,952.3,2856.9,1380,5238
3687,5,197.55,987.75,8289,184
3688,10,648.93,6489.3,701,1436
3689,8,613.87,4910.96,8580,1157
3690,5,317.84,1589.2,2534,5547
3691,7,241.97,1693.79,9701,5994
3692,10,531.24,5312.4,6084,9948
3693,4,888.09,3552.36,452,6464
3694,7,723.78,5066.46,6084,4464
3695,9,891.38,8022.42,3971,1920
3696,7,156.56,1095.92,6721,704
3697,4,312.06,1248.24,4762,3888
3698,1,921.18,921.18,4136,8
3699,9,611.98,5507.82,9702,9616
3700,10,732.45,7324.5,9552,5646
3701,5,718.36,3591.8,1100,5466
3702,9,882.35,7941.15,9603,7995
3703,8,531.85,4254.8,4470,8009
3704,1,165.39,165.39,9398,2648
3705,9,571.7,5145.3,8618,8311
3706,5,635.37,3176.85,6638,6621
3707,3,743.88,2231.64,4109,4836
3708,3,83.18,249.54,8147,8025
3709,7,505.24,3536.68,5206,7563
3710,9,709.35,6384.15,8507,4149
3711,10,280.18,2801.8,6290,2136
3712,6,107.65,645.9,7112,7002
3713,1,153.11,153.11,5399,8324
3714,6,789.88,4739.28,3617,9007
3715,9,562.35,5061.15,1833,1386
3716,10,330.93,3309.3,9339,9143
3717,7,667.47,4672.29,7603,7189
3718,6,90.93,545.58,2751,7366
3719,10,329.42,3294.2,9737,2991
3720,6,831.7,4990.2,5575,6950
3721,7,376.18,2633.26,7301,3280
3722,8,601.52,4812.16,6709,3278
3723,2,78.24,156.48,6130,4695
3724,8,519.15,4153.2,1928,661
3725,4,494.86,1979.44,5780,164
3726,1,704.94,704.94,4805,8371
3727,5,811.4,4057.0,9865,6119
3728,9,512.64,4613.76,3618,4786
3729,10,519.61,5196.1,6328,380
3730,4,35.98,143.92,246,7567
3731,3,66.52,199.56,5774,5568
3732,6,391.81,2350.86,9408,9705
3733,9,116.98,1052.82,3090,7203
3734,8,43.79,350.32,8702,6393
3735,9,787.8,7090.2,1884,339
3736,4,693.57,2774.28,8,1130
3737,7,465.23,3256.61,2900,5317
3738,6,178.19,1069.14,9629,6059
3739,4,406.87,1627.48,6790,8161
3740,4,180.86,723.44,4026,650
3741,5,364.48,1822.4,6056,5723
3742,3,835.18,2505.54,4653,5034
3743,9,615.51,5539.59,6386,9592
3744,4,956.82,3827.28,7167,9138
3745,6,476.53,2859.18,2987,359
3746,4,364.64,1458.56,7570,2315
3747,10,215.06,2150.6,7801,5311
3748,6,70.5,423.0,6718,6315
3749,8,717.75,5742.0,9057,7341
3750,9,710.24,6392.16,5761,6980
3751,2,398.08,796.16,5410,898
3752,9,138.32,1244.88,9596,810
3753,10,411.52,4115.2,9065,6059
3754,2,294.01,588.02,6205,9706
3755,2,884.49,1768.98,1793,7696
3756,9,631.88,5686.92,8223,1673
3757,9,889.47,8005.23,4077,8330
3758,4,930.21,3720.84,1710,7092
3759,4,142.42,569.68,6706,5159
3760,10,854.98,8549.8,1431,9976
3761,4,672.67,2690.68,2477,2939
3762,4,419.51,1678.04,334,3705
3763,5,882.96,4414.8,4603,4489
3764,8,257.1,2056.8,6022,5463
3765,1,830.62,830.62,3776,331
3766,3,474.78,1424.34,5534,2752
3767,4,863.75,3455.0,176,5142
3768,7,867.36,6071.52,7680,5667
3769,4,83.68,334.72,5683,6680
3770,7,323.32,2263.24,9245,189
3771,5,466.59,2332.95,9952,9706
3772,2,127.46,254.92,6028,5998
3773,8,822.34,6578.72,1110,7964
3774,10,636.32,6363.2,357,7119
3775,8,659.89,5279.12,4376,3722
3776,4,23.96,95.84,5544,6242
3777,2,81.25,162.5,4174,695
3778,9,979.82,8818.38,8623,8526
3779,7,311.46,2180.22,1125,1804
3780,9,431.99,3887.91,262,4352
3781,4,618.17,2472.68,6684,3274
3782,9,284.83,2563.47,419,2474
3783,8,73.78,590.24,6483,2850
3784,1,20.74,20.74,6985,325
3785,9,368.54,3316.86,7198,8099
3786,6,655.87,3935.22,3958,7245
3787,8,426.28,3410.24,2265,9616
3788,9,588.4,5295.6,9434,6552
3789,2,970.16,1940.32,6019,1959
3790,5,99.64,498.2,311,8737
3791,7,275.49,1928.43,447,4469
3792,1,679.8,679.8,9087,5322
3793,1,689.28,689.28,4823,4437
3794,4,690.84,2763.36,125,9955
3795,7,204.86,1434.02,7937,5121
3796,8,348.28,2786.24,8415,1249
3797,6,633.46,3800.76,8972,1399
3798,8,61.48,491.84,6533,7899
3799,9,625.18,5626.62,7502,9085
3800,3,985.45,2956.35,6721,3623
3801,1,776.95,776.95,9731,9266
3802,5,101.71,508.55,3127,269
3803,8,640.0,5120.0,7331,1186
3804,2,428.72,857.44,2223,6832
3805,9,608.3,5474.7,5710,7278
3806,3,226.33,678.99,1217,1844
3807,8,565.53,4524.24,3219,8833
3808,8,47.81,382.48,236,8765
3809,7,133.88,937.16,8516,4710
3810,8,12.7,101.6,7538,9300
3811,9,662.03,5958.27,4637,8260
3812,7,199.55,1396.85,2035,2691
3813,5,966.09,4830.45,2746,6783
3814,2,934.75,1869.5,9285,7624
3815,10,655.24,6552.4,43,5122
3816,5,263.7,1318.5,187,7957
3817,7,523.72,3666.04,2123,1595
3818,4,848.23,3392.92,6331,6621
3819,5,899.5,4497.5,9861,922
3820,6,698.75,4192.5,2045,7608
3821,9,730.32,6572.88,6782,5931
3822,9,83.19,748.71,4493,8394
3823,1,795.83,795.83,9150,9280
3824,4,342.79,1371.16,9134,4558
3825,4,262.5,1050.0,5129,5094
3826,10,453.38,4533.8,7449,7790
3827,1,629.36,629.36,4359,9043
3828,3,225.72,677.16,1587,7583
3829,9,313.51,2821.59,2998,9066
3830,3,492.28,1476.84,6636,9909
3831,8,853.1,6824.8,4077,1312
3832,5,59.45,297.25,8652,9280
3833,10,542.06,5420.6,8957,5042
3834,10,323.2,3232.0,6323,9834
3835,4,418.49,1673.96,9969,4517
3836,7,20.05,140.35,3578,8091
3837,2,606.43,1212.86,3170,4998
3838,5,905.45,4527.25,9377,5702
3839,6,296.32,1777.92,4095,9645
3840,9,64.41,579.69,8988,2769
3841,6,499.35,2996.1,4085,7144
3842,4,114.43,457.72,2878,9616
3843,7,390.3,2732.1,7056,6081
3844,8,920.64,7365.12,7122,7585
3845,2,189.23,378.46,4975,6996
3846,10,52.29,522.9,7052,7053
3847,4,669.75,2679.0,1622,2449
3848,9,714.45,6430.05,9916,3051
3849,10,650.98,6509.8,5388,6534
3850,8,518.18,4145.44,3537,9066
3851,10,675.95,6759.5,3501,3923
3852,5,522.13,2610.65,7586,8061
3853,9,259.46,2335.14,2276,5345
3854,3,876.44,2629.32,9038,3029
3855,9,605.5,5449.5,7780,953
3856,10,107.29,1072.9,6387,8022
3857,4,247.82,991.28,5633,464
3858,4,541.24,2164.96,2742,5136
3859,4,331.19,1324.76,719,789
3860,10,999.83,9998.3,2620,3012
3861,7,481.31,3369.17,9501,6972
3862,1,94.39,94.39,4604,9921
3863,1,648.42,648.42,2595,8751
3864,9,231.37,2082.33,2972,1593
3865,6,271.53,1629.18,5955,9771
3866,5,393.82,1969.1,9164,8990
3867,5,850.67,4253.35,6004,5447
3868,8,970.44,7763.52,301,6895
3869,3,829.14,2487.42,6637,8633
3870,10,56.02,560.2,2920,9431
3871,8,297.78,2382.24,2446,2246
3872,2,17.82,35.64,5456,6401
3873,4,232.31,929.24,9931,4522
3874,4,105.05,420.2,2434,1109
3875,2,233.71,467.42,1498,8584
3876,10,993.76,9937.6,9119,779
3877,10,125.76,1257.6,2647,1984
3878,5,899.19,4495.95,7338,1745
3879,1,869.75,869.75,4590,2826
3880,9,782.09,7038.81,9108,6784
3881,10,13.89,138.9,2768,9691
3882,5,115.94,579.7,1179,5351
3883,7,391.64,2741.48,6792,6408
3884,6,54.32,325.92,6275,5059
3885,5,27.34,136.7,6933,1700
3886,2,561.75,1123.5,2355,8441
3887,4,953.2,3812.8,1497,1184
3888,4,863.66,3454.64,6336,7342
3889,3,297.48,892.44,8603,1929
3890,5,461.65,2308.25,762,1633
3891,9,822.56,7403.04,4645,1985
3892,4,304.59,1218.36,988,1718
3893,7,70.51,493.57,9339,2471
3894,7,426.79,2987.53,9332,2742
3895,4,255.75,1023.0,8001,6918
3896,7,828.71,5800.97,4817,5533
3897,2,662.96,1325.92,3871,1681
3898,5,722.71,3613.55,1613,2766
3899,6,120.54,723.24,3974,8170
3900,3,785.61,2356.83,9870,2014
3901,6,753.47,4520.82,8355,8563
3902,2,59.41,118.82,8275,2967
3903,4,131.63,526.52,7269,4214
3904,8,765.93,6127.44,7986,243
3905,10,347.0,3470.0,7135,7246
3906,4,907.37,3629.48,1642,3607
3907,4,632.79,2531.16,6248,9069
3908,1,984.97,984.97,6285,4192
3909,1,403.98,403.98,3925,5264
3910,1,786.95,786.95,1091,2514
3911,5,229.99,1149.95,3444,9273
3912,8,40.98,327.84,7491,586
3913,7,241.79,1692.53,1886,1478
3914,2,513.29,1026.58,414,8345
3915,7,783.87,5487.09,3479,2218
3916,7,664.98,4654.86,7488,9010
3917,4,585.6,2342.4,1238,3780
3918,7,838.73,5871.11,2081,9328
3919,9,560.89,5048.01,3550,9213
3920,3,409.48,1228.44,3913,5896
3921,8,869.26,6954.08,3247,2080
3922,8,878.44,7027.52,4839,5718
3923,2,310.81,621.62,2533,5918
3924,1,91.16,91.16,6202,9163
3925,6,248.96,1493.76,1893,281
3926,8,385.85,3086.8,3221,4442
3927,1,996.89,996.89,6746,3464
3928,7,132.3,926.1,9049,2384
3929,10,940.52,9405.2,7816,4060
3930,4,181.25,725.0,541,3615
3931,10,847.87,8478.7,6394,9320
3932,10,914.4,9144.0,6218,2157
3933,6,750.59,4503.54,8366,8717
3934,6,968.48,5810.88,2873,8706
3935,4,408.76,1635.04,6389,1628
3936,8,143.24,1145.92,9826,9267
3937,2,19.91,39.82,2170,8798
3938,10,37.2,372.0,5947,6986
3939,3,256.99,770.97,7681,6587
3940,5,655.72,3278.6,8069,539
3941,9,319.87,2878.83,2344,4476
3942,5,980.66,4903.3,2174,9333
3943,7,825.97,5781.79,7365,8932
3944,4,868.21,3472.84,8203,886
3945,10,542.99,5429.9,1915,7154
3946,8,279.02,2232.16,5943,1487
3947,1,810.05,810.05,6241,2251
3948,3,12.17,36.51,4029,5076
3949,2,97.36,194.72,1861,2526
3950,8,255.31,2042.48,1066,2410
3951,10,770.06,7700.6,4572,8434
3952,10,492.06,4920.6,3371,2851
3953,8,876.19,7009.52,287,9844
3954,10,127.8,1278.0,8732,3101
3955,7,712.01,4984.07,715,2354
3956,10,238.67,2386.7,3962,5931
3957,10,912.87,9128.7,3255,5095
3958,5,256.96,1284.8,2739,4399
3959,3,754.76,2264.28,2703,3512
3960,8,799.54,6396.32,5416,2635
3961,6,471.2,2827.2,9808,5988
3962,2,200.12,400.24,9371,29
3963,10,325.25,3252.5,6539,3347
3964,4,953.03,3812.12,3518,5277
3965,2,885.34,1770.68,2728,514
3966,8,895.98,7167.84,8807,2365
3967,5,188.36,941.8,5236,7043
3968,8,182.58,1460.64,9452,9156
3969,2,711.17,1422.34,6327,2203
3970,3,124.78,374.34,9885,1038
3971,5,901.3,4506.5,1603,5065
3972,10,719.52,7195.2,4115,5947
3973,6,893.53,5361.18,1285,1062
3974,9,263.25,2369.25,9498,4599
3975,4,687.26,2749.04,4362,5172
3976,4,796.11,3184.44,2536,3104
3977,7,191.65,1341.55,7574,3823
3978,10,30.16,301.6,4497,631
3979,3,670.42,2011.26,8897,8476
3980,1,353.42,353.42,8672,9154
3981,1,305.34,305.34,7023,9045
3982,8,733.62,5868.96,2592,3286
3983,5,208.54,1042.7,8672,4617
3984,2,654.14,1308.28,5399,1793
3985,10,160.66,1606.6,4401,173
3986,9,354.51,3190.59,5234,1909
3987,10,151.12,1511.2,3878,7053
3988,5,757.79,3788.95,3496,4995
3989,7,866.88,6068.16,9457,809
3990,8,30.58,244.64,8093,6948
3991,5,326.8,1634.0,6221,6383
3992,10,553.53,5535.3,5323,7047
3993,6,291.77,1750.62,1328,343
3994,1,975.89,975.89,3129,4292
3995,9,910.55,8194.95,1722,3646
3996,3,17.04,51.12,9316,8778
3997,1,775.44,775.44,620,489
3998,2,569.87,1139.74,6485,9676
3999,8,239.62,1916.96,4114,5173
4000,6,339.89,2039.34,2577,8706
4001,8,807.69,6461.52,8055,8493
4002,10,341.89,3418.9,1907,9986
4003,10,310.26,3102.6,923,2152
4004,6,708.92,4253.52,3336,6201
4005,8,775.89,6207.12,9818,7696
4006,7,670.17,4691.19,47,8337
4007,8,507.47,4059.76,6002,939
4008,2,743.1,1486.2,7363,8626
4009,8,622.14,4977.12,3215,3554
4010,5,430.91,2154.55,2664,1672
4011,4,161.04,644.16,9891,9565
4012,10,263.93,2639.3,299,1117
4013,9,163.44,1470.96,4378,5226
4014,10,480.96,4809.6,7270,5221
4015,8,851.2,6809.6,5190,4186
4016,10,940.85,9408.5,5484,720
4017,10,516.18,5161.8,6808,289
4018,1,101.3,101.3,7149,9103
4019,7,910.22,6371.54,8669,5861
4020,9,197.07,1773.63,3495,5769
4021,2,804.88,1609.76,3837,2870
4022,10,258.15,2581.5,1199,1159
4023,10,515.54,5155.4,6988,6208
4024,5,755.72,3778.6,4666,7645
4025,8,165.75,1326.0,4176,7841
4026,4,105.75,423.0,5359,4364
4027,8,233.07,1864.56,3362,8983
4028,1,693.09,693.09,7131,95
4029,7,870.45,6093.15,7825,8768
4030,2,350.89,701.78,4481,9071
4031,6,671.57,4029.42,4873,9376
4032,10,882.24,8822.4,3272,355
4033,3,843.28,2529.84,6172,2168
4034,9,899.26,8093.34,9762,9734
4035,1,31.96,31.96,1574,6304
4036,8,124.68,997.44,4231,7796
4037,5,217.3,1086.5,9334,9730
4038,2,861.08,1722.16,7517,9700
4039,7,406.3,2844.1,8619,9428
4040,4,78.55,314.2,9903,9316
4041,10,873.59,8735.9,3205,4361
4042,6,499.21,2995.26,1742,1089
4043,1,400.03,400.03,8718,2591
4044,7,418.46,2929.22,8477,4978
4045,7,79.14,553.98,5766,1684
4046,8,393.3,3146.4,8806,7262
4047,5,543.94,2719.7,9591,754
4048,8,446.28,3570.24,9875,7399
4049,8,535.27,4282.16,637,8716
4050,8,549.9,4399.2,8716,2920
4051,7,399.07,2793.49,2208,1128
4052,2,866.84,1733.68,5672,9457
4053,5,783.95,3919.75,9653,4819
4054,6,273.45,1640.7,445,2223
4055,3,928.83,2786.49,7734,9259
4056,9,118.14,1063.26,1699,1288
4057,2,263.3,526.6,8316,8629
4058,1,656.47,656.47,3880,3211
4059,5,270.61,1353.05,7673,3069
4060,8,783.03,6264.24,1271,2340
4061,2,654.37,1308.74,9937,4850
4062,6,343.4,2060.4,885,9070
4063,2,894.34,1788.68,9185,2749
4064,5,452.75,2263.75,3982,5607
4065,4,923.23,3692.92,303,1780
4066,10,755.75,7557.5,4554,8268
4067,5,329.33,1646.65,9285,5823
4068,9,414.23,3728.07,6300,9983
4069,2,104.6,209.2,1425,9991
4070,2,538.29,1076.58,6229,794
4071,9,204.32,1838.88,8083,9709
4072,8,703.97,5631.76,9560,1686
4073,2,822.02,1644.04,168,5797
4074,2,475.93,951.86,731,4560
4075,4,605.12,2420.48,9653,8493
4076,9,947.91,8531.19,5623,5552
4077,1,919.35,919.35,4386,6454
4078,1,122.5,122.5,6195,4952
4079,7,200.42,1402.94,250,5781
4080,4,56.82,227.28,2370,6566
4081,1,505.72,505.72,3154,978
4082,8,318.42,2547.36,4625,1043
4083,1,205.73,205.73,4337,7231
4084,4,410.85,1643.4,5861,4680
4085,9,34.11,306.99,3910,290
4086,7,461.21,3228.47,1112,7640
4087,6,844.11,5064.66,8949,7489
4088,4,916.45,3665.8,6951,9258
4089,8,717.42,5739.36,600,4405
4090,10,916.25,9162.5,5500,7460
4091,6,922.17,5533.02,7390,1473
4092,10,956.58,9565.8,1634,9991
4093,10,612.97,6129.7,4697,163
4094,8,523.92,4191.36,4219,6386
4095,5,343.38,1716.9,6241,2971
4096,10,698.59,6985.9,1109,4533
4097,4,57.57,230.28,9294,7443
4098,4,746.98,2987.92,1661,604
4099,2,403.37,806.74,773,4241
4100,9,328.49,2956.41,1056,1164
4101,4,614.8,2459.2,9812,8347
4102,9,268.79,2419.11,5385,8416
4103,4,468.03,1872.12,9844,7873
4104,1,594.34,594.34,4388,7304
4105,7,487.24,3410.68,9649,4691
4106,6,85.32,511.92,4083,4668
4107,4,439.45,1757.8,4370,5613
4108,3,18.76,56.28,9826,656
4109,1,618.76,618.76,7210,3490
4110,9,353.32,3179.88,1265,9501
4111,8,93.37,746.96,6984,8760
4112,1,659.53,659.53,541,3733
4113,3,137.72,413.16,7562,3018
4114,1,945.22,945.22,3357,9937
4115,5,708.96,3544.8,2844,273
4116,3,868.32,2604.96,5107,3269
4117,3,349.85,1049.55,1283,3585
