"id_produto","nome","descricao","preco","estoque","categoria"
4355,Produto_481,Descrição do Produto_481,852.52,83,"5"
4356,Produto_39,Descrição do Produto_39,387.39,48,"3"
4357,Produto_1119,Descrição do Produto_1119,493.09,49,"3"
4358,Produto_7665,Descrição do Produto_7665,633.24,79,"5"
4359,Produto_9004,Descrição do Produto_9004,870.98,19,"5"
4360,Produto_7296,Descrição do Produto_7296,851.16,58,"6"
4361,Produto_636,Descrição do Produto_636,710.10,98,"9"
4362,Produto_7461,Descrição do Produto_7461,857.43,57,"8"
4363,Produto_9020,Descrição do Produto_9020,490.79,80,"6"
4364,Produto_5296,Descrição do Produto_5296,598.19,49,"3"
4365,Produto_9957,Descrição do Produto_9957,91.38,30,"9"
4366,Produto_801,Descrição do Produto_801,645.87,73,"6"
4367,Produto_8453,Descrição do Produto_8453,147.38,35,"10"
4368,Produto_3376,Descrição do Produto_3376,260.02,31,"6"
4369,Produto_7762,Descrição do Produto_7762,520.41,66,"1"
4370,Produto_636,Descrição do Produto_636,367.52,19,"4"
4371,Produto_5974,Descrição do Produto_5974,870.43,27,"5"
4372,Produto_5940,Descrição do Produto_5940,200.65,66,"8"
4373,Produto_7976,Descrição do Produto_7976,493.30,12,"2"
4374,Produto_6254,Descrição do Produto_6254,822.53,86,"10"
4375,Produto_4341,Descrição do Produto_4341,666.71,4,"9"
4376,Produto_1968,Descrição do Produto_1968,793.38,76,"1"
4377,Produto_7302,Descrição do Produto_7302,591.37,48,"2"
4378,Produto_6825,Descrição do Produto_6825,679.59,34,"2"
4379,Produto_4612,Descrição do Produto_4612,868.91,3,"5"
4380,Produto_6482,Descrição do Produto_6482,778.37,13,"2"
4381,Produto_6664,Descrição do Produto_6664,863.37,43,"10"
4382,Produto_1797,Descrição do Produto_1797,335.62,64,"9"
4383,Produto_1338,Descrição do Produto_1338,563.63,56,"9"
4384,Produto_3742,Descrição do Produto_3742,916.14,29,"1"
4385,Produto_8172,Descrição do Produto_8172,920.49,51,"9"
4386,Produto_5184,Descrição do Produto_5184,139.95,19,"10"
4387,Produto_5927,Descrição do Produto_5927,892.42,88,"6"
4388,Produto_5250,Descrição do Produto_5250,777.66,63,"2"
4389,Produto_6992,Descrição do Produto_6992,716.79,3,"5"
4390,Produto_6908,Descrição do Produto_6908,809.92,82,"2"
4391,Produto_87,Descrição do Produto_87,491.76,36,"10"
4392,Produto_6752,Descrição do Produto_6752,648.53,52,"2"
4393,Produto_3000,Descrição do Produto_3000,215.80,75,"1"
4394,Produto_9031,Descrição do Produto_9031,723.69,90,"10"
4395,Produto_9695,Descrição do Produto_9695,145.42,82,"10"
4396,Produto_2846,Descrição do Produto_2846,533.93,88,"10"
4397,Produto_4748,Descrição do Produto_4748,911.19,45,"6"
4398,Produto_2280,Descrição do Produto_2280,62.23,71,"6"
4399,Produto_5537,Descrição do Produto_5537,355.64,30,"8"
4400,Produto_9289,Descrição do Produto_9289,463.75,19,"9"
4401,Produto_7043,Descrição do Produto_7043,971.62,90,"6"
4402,Produto_16,Descrição do Produto_16,721.74,90,"2"
4403,Produto_8143,Descrição do Produto_8143,654.00,94,"6"
4404,Produto_7221,Descrição do Produto_7221,406.99,44,"1"
4405,Produto_8210,Descrição do Produto_8210,89.54,99,"9"
4406,Produto_3888,Descrição do Produto_3888,637.55,56,"7"
4407,Produto_9966,Descrição do Produto_9966,792.74,59,"4"
4408,Produto_5323,Descrição do Produto_5323,134.72,12,"9"
4409,Produto_4706,Descrição do Produto_4706,412.37,85,"6"
4410,Produto_6407,Descrição do Produto_6407,44.52,98,"1"
4411,Produto_4405,Descrição do Produto_4405,423.54,46,"5"
4412,Produto_5931,Descrição do Produto_5931,480.74,21,"4"
4413,Produto_2892,Descrição do Produto_2892,213.14,33,"7"
4414,Produto_5460,Descrição do Produto_5460,83.16,39,"2"
4415,Produto_7569,Descrição do Produto_7569,887.66,37,"6"
4416,Produto_163,Descrição do Produto_163,400.84,93,"9"
4417,Produto_2900,Descrição do Produto_2900,726.85,85,"9"
4418,Produto_1043,Descrição do Produto_1043,615.82,62,"2"
4419,Produto_9881,Descrição do Produto_9881,489.20,82,"2"
4420,Produto_9810,Descrição do Produto_9810,457.15,63,"1"
4421,Produto_7261,Descrição do Produto_7261,896.87,65,"8"
4422,Produto_1214,Descrição do Produto_1214,976.77,39,"3"
4423,Produto_2189,Descrição do Produto_2189,532.61,93,"10"
4424,Produto_9229,Descrição do Produto_9229,514.96,43,"9"
4425,Produto_6632,Descrição do Produto_6632,562.99,68,"5"
4426,Produto_6571,Descrição do Produto_6571,125.05,58,"4"
4427,Produto_1498,Descrição do Produto_1498,894.78,67,"5"
4428,Produto_3999,Descrição do Produto_3999,293.61,9,"4"
4429,Produto_9047,Descrição do Produto_9047,302.02,19,"9"
4430,Produto_6319,Descrição do Produto_6319,123.52,32,"7"
4431,Produto_6411,Descrição do Produto_6411,438.84,15,"6"
4432,Produto_1141,Descrição do Produto_1141,731.01,67,"4"
4433,Produto_8993,Descrição do Produto_8993,91.56,15,"2"
4434,Produto_1598,Descrição do Produto_1598,319.13,13,"6"
4435,Produto_9362,Descrição do Produto_9362,713.41,34,"7"
4436,Produto_4092,Descrição do Produto_4092,168.84,53,"4"
4437,Produto_6796,Descrição do Produto_6796,275.01,69,"2"
4438,Produto_4510,Descrição do Produto_4510,328.08,99,"2"
4439,Produto_5877,Descrição do Produto_5877,738.32,10,"5"
4440,Produto_7471,Descrição do Produto_7471,396.28,2,"7"
4441,Produto_6228,Descrição do Produto_6228,893.99,48,"9"
4442,Produto_2600,Descrição do Produto_2600,412.70,25,"1"
4443,Produto_1135,Descrição do Produto_1135,611.30,96,"1"
4444,Produto_2815,Descrição do Produto_2815,678.56,49,"9"
4445,Produto_7065,Descrição do Produto_7065,327.54,70,"6"
4446,Produto_1117,Descrição do Produto_1117,898.29,61,"1"
4447,Produto_4745,Descrição do Produto_4745,509.99,99,"6"
4448,Produto_7789,Descrição do Produto_7789,187.89,65,"9"
4449,Produto_4634,Descrição do Produto_4634,440.38,65,"1"
4450,Produto_5377,Descrição do Produto_5377,47.19,94,"1"
4451,Produto_6132,Descrição do Produto_6132,99.06,41,"2"
4452,Produto_8345,Descrição do Produto_8345,924.91,2,"3"
4453,Produto_6606,Descrição do Produto_6606,141.41,67,"7"
4454,Produto_5968,Descrição do Produto_5968,109.43,90,"2"
4455,Produto_7926,Descrição do Produto_7926,920.63,51,"2"
4456,Produto_3415,Descrição do Produto_3415,210.88,93,"9"
4457,Produto_3981,Descrição do Produto_3981,96.16,57,"3"
4458,Produto_7751,Descrição do Produto_7751,366.26,4,"3"
4459,Produto_5473,Descrição do Produto_5473,86.73,27,"1"
4460,Produto_1231,Descrição do Produto_1231,753.52,90,"3"
4461,Produto_8409,Descrição do Produto_8409,610.12,18,"3"
4462,Produto_6335,Descrição do Produto_6335,793.26,55,"3"
4463,Produto_5145,Descrição do Produto_5145,444.21,69,"4"
4464,Produto_6814,Descrição do Produto_6814,423.75,51,"6"
4465,Produto_2143,Descrição do Produto_2143,276.20,54,"5"
4466,Produto_479,Descrição do Produto_479,365.91,24,"7"
4467,Produto_1361,Descrição do Produto_1361,978.99,87,"5"
4468,Produto_8951,Descrição do Produto_8951,525.71,63,"1"
4469,Produto_460,Descrição do Produto_460,692.45,90,"7"
4470,Produto_7015,Descrição do Produto_7015,437.11,66,"1"
4471,Produto_8451,Descrição do Produto_8451,344.58,7,"5"
4472,Produto_5905,Descrição do Produto_5905,383.13,43,"6"
4473,Produto_2163,Descrição do Produto_2163,627.85,11,"7"
4474,Produto_2597,Descrição do Produto_2597,764.15,73,"9"
4475,Produto_4644,Descrição do Produto_4644,418.81,76,"4"
4476,Produto_6613,Descrição do Produto_6613,517.08,75,"10"
4477,Produto_617,Descrição do Produto_617,618.54,9,"6"
4478,Produto_1843,Descrição do Produto_1843,731.70,6,"6"
4479,Produto_9154,Descrição do Produto_9154,516.22,50,"6"
4480,Produto_4594,Descrição do Produto_4594,911.91,43,"1"
4481,Produto_6008,Descrição do Produto_6008,85.79,82,"2"
4482,Produto_4632,Descrição do Produto_4632,960.38,10,"7"
4483,Produto_4915,Descrição do Produto_4915,245.01,11,"7"
4484,Produto_7067,Descrição do Produto_7067,436.34,94,"10"
4485,Produto_9010,Descrição do Produto_9010,578.69,26,"5"
4486,Produto_8270,Descrição do Produto_8270,796.87,78,"7"
4487,Produto_4560,Descrição do Produto_4560,913.59,3,"2"
4488,Produto_625,Descrição do Produto_625,448.54,33,"9"
4489,Produto_1790,Descrição do Produto_1790,594.24,15,"4"
4490,Produto_8956,Descrição do Produto_8956,260.41,92,"6"
4491,Produto_4471,Descrição do Produto_4471,576.19,58,"3"
4492,Produto_6323,Descrição do Produto_6323,433.14,90,"2"
4493,Produto_9626,Descrição do Produto_9626,507.61,46,"7"
4494,Produto_8626,Descrição do Produto_8626,322.53,95,"8"
4495,Produto_302,Descrição do Produto_302,377.95,96,"2"
4496,Produto_2472,Descrição do Produto_2472,911.51,71,"6"
4497,Produto_260,Descrição do Produto_260,503.63,98,"3"
4498,Produto_1352,Descrição do Produto_1352,953.90,27,"8"
4499,Produto_8971,Descrição do Produto_8971,468.58,29,"2"
4500,Produto_6064,Descrição do Produto_6064,46.80,82,"9"
4501,Produto_8809,Descrição do Produto_8809,765.03,100,"2"
4502,Produto_8231,Descrição do Produto_8231,417.53,11,"1"
4503,Produto_7495,Descrição do Produto_7495,466.69,100,"2"
4504,Produto_9677,Descrição do Produto_9677,10.27,39,"7"
4505,Produto_3408,Descrição do Produto_3408,964.73,40,"5"
4506,Produto_7262,Descrição do Produto_7262,203.90,28,"5"
4507,Produto_1113,Descrição do Produto_1113,503.77,68,"8"
4508,Produto_1799,Descrição do Produto_1799,580.11,62,"7"
4509,Produto_7252,Descrição do Produto_7252,931.06,13,"8"
4510,Produto_1227,Descrição do Produto_1227,792.57,58,"10"
4511,Produto_3133,Descrição do Produto_3133,750.73,81,"6"
4512,Produto_8589,Descrição do Produto_8589,411.32,22,"8"
4513,Produto_6938,Descrição do Produto_6938,95.67,94,"9"
4514,Produto_3453,Descrição do Produto_3453,973.55,99,"4"
4515,Produto_7102,Descrição do Produto_7102,312.65,12,"6"
4516,Produto_9164,Descrição do Produto_9164,859.33,89,"3"
4517,Produto_2852,Descrição do Produto_2852,708.52,27,"1"
4518,Produto_5626,Descrição do Produto_5626,97.68,13,"6"
4519,Produto_1645,Descrição do Produto_1645,248.64,28,"10"
4520,Produto_1578,Descrição do Produto_1578,994.62,74,"2"
4521,Produto_2302,Descrição do Produto_2302,419.93,97,"1"
4522,Produto_4816,Descrição do Produto_4816,724.20,99,"3"
4523,Produto_8703,Descrição do Produto_8703,917.55,50,"5"
4524,Produto_3323,Descrição do Produto_3323,546.55,14,"5"
4525,Produto_5516,Descrição do Produto_5516,903.54,1,"7"
4526,Produto_6559,Descrição do Produto_6559,351.26,61,"9"
4527,Produto_4169,Descrição do Produto_4169,797.36,67,"5"
4528,Produto_8166,Descrição do Produto_8166,459.24,28,"2"
4529,Produto_6306,Descrição do Produto_6306,105.65,26,"5"
4530,Produto_517,Descrição do Produto_517,206.78,96,"8"
4531,Produto_3143,Descrição do Produto_3143,135.39,15,"6"
4532,Produto_4684,Descrição do Produto_4684,898.82,91,"4"
4533,Produto_7170,Descrição do Produto_7170,970.45,51,"9"
4534,Produto_7476,Descrição do Produto_7476,389.43,68,"6"
4535,Produto_6458,Descrição do Produto_6458,922.87,38,"1"
4536,Produto_5430,Descrição do Produto_5430,373.73,92,"6"
4537,Produto_8018,Descrição do Produto_8018,621.52,8,"9"
4538,Produto_2597,Descrição do Produto_2597,426.80,99,"7"
4539,Produto_940,Descrição do Produto_940,748.75,66,"1"
4540,Produto_7516,Descrição do Produto_7516,599.93,92,"6"
4541,Produto_8418,Descrição do Produto_8418,987.25,36,"10"
4542,Produto_2842,Descrição do Produto_2842,171.91,19,"6"
4543,Produto_8689,Descrição do Produto_8689,433.63,34,"4"
4544,Produto_7056,Descrição do Produto_7056,222.93,80,"8"
4545,Produto_6269,Descrição do Produto_6269,556.43,83,"7"
4546,Produto_8539,Descrição do Produto_8539,653.72,51,"8"
4547,Produto_4951,Descrição do Produto_4951,346.16,67,"1"
4548,Produto_2557,Descrição do Produto_2557,119.96,38,"10"
4549,Produto_9166,Descrição do Produto_9166,828.54,45,"8"
4550,Produto_5349,Descrição do Produto_5349,590.58,87,"2"
4551,Produto_2875,Descrição do Produto_2875,999.98,36,"1"
4552,Produto_6603,Descrição do Produto_6603,354.62,54,"8"
4553,Produto_5762,Descrição do Produto_5762,983.19,28,"10"
4554,Produto_3636,Descrição do Produto_3636,950.85,27,"3"
4555,Produto_7939,Descrição do Produto_7939,925.23,85,"7"
4556,Produto_1784,Descrição do Produto_1784,682.80,86,"10"
4557,Produto_1428,Descrição do Produto_1428,113.55,66,"8"
4558,Produto_3949,Descrição do Produto_3949,901.75,76,"5"
4559,Produto_2850,Descrição do Produto_2850,202.88,40,"2"
4560,Produto_1866,Descrição do Produto_1866,563.96,30,"1"
4561,Produto_1718,Descrição do Produto_1718,779.89,22,"10"
4562,Produto_1550,Descrição do Produto_1550,85.65,36,"8"
4563,Produto_597,Descrição do Produto_597,52.02,5,"8"
4564,Produto_7593,Descrição do Produto_7593,749.09,80,"3"
4565,Produto_4777,Descrição do Produto_4777,435.23,74,"8"
4566,Produto_5039,Descrição do Produto_5039,462.26,45,"7"
4567,Produto_5549,Descrição do Produto_5549,967.78,63,"10"
4568,Produto_7240,Descrição do Produto_7240,48.16,74,"3"
4569,Produto_5828,Descrição do Produto_5828,377.06,46,"1"
4570,Produto_7800,Descrição do Produto_7800,680.97,14,"6"
4571,Produto_1428,Descrição do Produto_1428,660.14,52,"9"
4572,Produto_1630,Descrição do Produto_1630,535.02,76,"9"
4573,Produto_6269,Descrição do Produto_6269,978.64,87,"9"
4574,Produto_30,Descrição do Produto_30,206.08,89,"1"
4575,Produto_6770,Descrição do Produto_6770,58.61,52,"7"
4576,Produto_3669,Descrição do Produto_3669,526.57,67,"4"
4577,Produto_7756,Descrição do Produto_7756,429.74,87,"9"
4578,Produto_1018,Descrição do Produto_1018,885.42,80,"2"
4579,Produto_131,Descrição do Produto_131,713.22,2,"10"
4580,Produto_4873,Descrição do Produto_4873,575.05,38,"1"
4581,Produto_6534,Descrição do Produto_6534,928.77,75,"5"
4582,Produto_5354,Descrição do Produto_5354,123.20,18,"5"
4583,Produto_6209,Descrição do Produto_6209,224.78,100,"1"
4584,Produto_9431,Descrição do Produto_9431,220.75,68,"8"
4585,Produto_4842,Descrição do Produto_4842,70.38,43,"7"
4586,Produto_5496,Descrição do Produto_5496,517.72,41,"5"
4587,Produto_408,Descrição do Produto_408,143.85,38,"3"
4588,Produto_9723,Descrição do Produto_9723,966.39,72,"6"
4589,Produto_1613,Descrição do Produto_1613,208.81,26,"5"
4590,Produto_4427,Descrição do Produto_4427,444.88,6,"8"
4591,Produto_4530,Descrição do Produto_4530,757.18,46,"3"
4592,Produto_9145,Descrição do Produto_9145,290.70,58,"2"
4593,Produto_6074,Descrição do Produto_6074,968.52,27,"9"
4594,Produto_5313,Descrição do Produto_5313,174.23,1,"7"
4595,Produto_3225,Descrição do Produto_3225,921.90,2,"1"
4596,Produto_7594,Descrição do Produto_7594,962.96,5,"9"
4597,Produto_2814,Descrição do Produto_2814,365.92,39,"8"
4598,Produto_2148,Descrição do Produto_2148,517.60,13,"2"
4599,Produto_2660,Descrição do Produto_2660,840.10,3,"5"
4600,Produto_6850,Descrição do Produto_6850,681.39,57,"2"
4601,Produto_7076,Descrição do Produto_7076,533.49,72,"1"
4602,Produto_3069,Descrição do Produto_3069,287.51,43,"9"
4603,Produto_1664,Descrição do Produto_1664,184.64,9,"9"
4604,Produto_2272,Descrição do Produto_2272,455.31,92,"3"
4605,Produto_2461,Descrição do Produto_2461,863.91,8,"9"
4606,Produto_3871,Descrição do Produto_3871,772.79,56,"8"
4607,Produto_465,Descrição do Produto_465,22.70,75,"6"
4608,Produto_8432,Descrição do Produto_8432,510.12,88,"9"
4609,Produto_1879,Descrição do Produto_1879,372.02,87,"7"
4610,Produto_3913,Descrição do Produto_3913,173.49,12,"5"
4611,Produto_2557,Descrição do Produto_2557,129.67,55,"5"
4612,Produto_8255,Descrição do Produto_8255,767.63,87,"9"
4613,Produto_9647,Descrição do Produto_9647,471.74,1,"2"
4614,Produto_2589,Descrição do Produto_2589,53.24,38,"5"
4615,Produto_92,Descrição do Produto_92,978.18,15,"1"
4616,Produto_8600,Descrição do Produto_8600,310.55,90,"5"
4617,Produto_7846,Descrição do Produto_7846,545.06,54,"8"
4618,Produto_8075,Descrição do Produto_8075,201.17,30,"5"
4619,Produto_5213,Descrição do Produto_5213,800.54,35,"9"
4620,Produto_4404,Descrição do Produto_4404,793.66,49,"8"
4621,Produto_6004,Descrição do Produto_6004,316.45,98,"2"
4622,Produto_7278,Descrição do Produto_7278,619.95,95,"6"
4623,Produto_6835,Descrição do Produto_6835,325.97,93,"8"
4624,Produto_1156,Descrição do Produto_1156,186.25,22,"9"
4625,Produto_9133,Descrição do Produto_9133,942.89,76,"7"
4626,Produto_3783,Descrição do Produto_3783,241.54,22,"3"
4627,Produto_2257,Descrição do Produto_2257,519.30,54,"2"
4628,Produto_5115,Descrição do Produto_5115,683.31,79,"4"
4629,Produto_9940,Descrição do Produto_9940,772.67,52,"9"
4630,Produto_7558,Descrição do Produto_7558,454.91,84,"10"
4631,Produto_8278,Descrição do Produto_8278,281.74,27,"7"
4632,Produto_9727,Descrição do Produto_9727,88.73,38,"9"
4633,Produto_2772,Descrição do Produto_2772,256.89,7,"4"
4634,Produto_2379,Descrição do Produto_2379,23.33,22,"2"
4635,Produto_4109,Descrição do Produto_4109,40.76,50,"6"
4636,Produto_1833,Descrição do Produto_1833,799.67,6,"8"
4637,Produto_8034,Descrição do Produto_8034,945.81,14,"6"
4638,Produto_2609,Descrição do Produto_2609,595.77,55,"7"
4639,Produto_6740,Descrição do Produto_6740,452.03,96,"10"
4640,Produto_3642,Descrição do Produto_3642,925.64,39,"10"
4641,Produto_2118,Descrição do Produto_2118,654.82,5,"10"
4642,Produto_576,Descrição do Produto_576,702.26,65,"5"
4643,Produto_499,Descrição do Produto_499,549.87,31,"4"
4644,Produto_2798,Descrição do Produto_2798,437.09,57,"2"
4645,Produto_8802,Descrição do Produto_8802,507.13,1,"2"
4646,Produto_7746,Descrição do Produto_7746,505.41,74,"8"
4647,Produto_655,Descrição do Produto_655,648.69,54,"2"
4648,Produto_4275,Descrição do Produto_4275,652.37,98,"10"
4649,Produto_5126,Descrição do Produto_5126,737.28,81,"2"
4650,Produto_5126,Descrição do Produto_5126,668.62,75,"8"
4651,Produto_1585,Descrição do Produto_1585,577.03,59,"2"
4652,Produto_5251,Descrição do Produto_5251,71.53,81,"3"
4653,Produto_9268,Descrição do Produto_9268,691.64,78,"10"
4654,Produto_8456,Descrição do Produto_8456,21.11,91,"1"
4655,Produto_1837,Descrição do Produto_1837,794.34,23,"7"
4656,Produto_8059,Descrição do Produto_8059,964.34,76,"2"
4657,Produto_9700,Descrição do Produto_9700,347.82,45,"10"
4658,Produto_8857,Descrição do Produto_8857,868.18,34,"2"
4659,Produto_7337,Descrição do Produto_7337,779.47,36,"5"
4660,Produto_7596,Descrição do Produto_7596,832.97,69,"6"
4661,Produto_4295,Descrição do Produto_4295,160.86,86,"6"
4662,Produto_4772,Descrição do Produto_4772,598.76,95,"1"
4663,Produto_4606,Descrição do Produto_4606,656.66,51,"7"
4664,Produto_3464,Descrição do Produto_3464,843.31,91,"2"
4665,Produto_6931,Descrição do Produto_6931,153.39,27,"8"
4666,Produto_8389,Descrição do Produto_8389,950.09,52,"3"
4667,Produto_9862,Descrição do Produto_9862,274.12,38,"7"
4668,Produto_819,Descrição do Produto_819,467.52,17,"4"
4669,Produto_372,Descrição do Produto_372,121.57,20,"5"
4670,Produto_7320,Descrição do Produto_7320,163.39,26,"2"
4671,Produto_4973,Descrição do Produto_4973,777.00,14,"2"
4672,Produto_7660,Descrição do Produto_7660,339.49,24,"2"
4673,Produto_1136,Descrição do Produto_1136,599.97,69,"9"
4674,Produto_2083,Descrição do Produto_2083,682.49,68,"10"
4675,Produto_8954,Descrição do Produto_8954,405.10,64,"10"
4676,Produto_2328,Descrição do Produto_2328,992.94,59,"10"
4677,Produto_1538,Descrição do Produto_1538,78.88,63,"6"
4678,Produto_8212,Descrição do Produto_8212,160.13,83,"8"
4679,Produto_1173,Descrição do Produto_1173,900.35,54,"4"
4680,Produto_1468,Descrição do Produto_1468,119.42,52,"10"
4681,Produto_6041,Descrição do Produto_6041,643.59,62,"2"
4682,Produto_1092,Descrição do Produto_1092,800.75,85,"5"
4683,Produto_8931,Descrição do Produto_8931,978.15,21,"8"
4684,Produto_2070,Descrição do Produto_2070,88.77,13,"1"
4685,Produto_1898,Descrição do Produto_1898,181.92,31,"7"
4686,Produto_4948,Descrição do Produto_4948,283.14,69,"4"
4687,Produto_5747,Descrição do Produto_5747,261.13,64,"10"
4688,Produto_825,Descrição do Produto_825,281.45,80,"8"
4689,Produto_745,Descrição do Produto_745,679.38,5,"2"
4690,Produto_4596,Descrição do Produto_4596,891.16,5,"3"
4691,Produto_181,Descrição do Produto_181,685.38,45,"8"
4692,Produto_4032,Descrição do Produto_4032,105.38,99,"1"
4693,Produto_3234,Descrição do Produto_3234,827.92,40,"4"
4694,Produto_4849,Descrição do Produto_4849,156.72,69,"10"
4695,Produto_4380,Descrição do Produto_4380,962.84,11,"10"
4696,Produto_8102,Descrição do Produto_8102,834.63,22,"5"
4697,Produto_2477,Descrição do Produto_2477,634.36,2,"10"
4698,Produto_1822,Descrição do Produto_1822,803.56,67,"8"
4699,Produto_8580,Descrição do Produto_8580,752.27,2,"7"
4700,Produto_6179,Descrição do Produto_6179,796.64,66,"7"
4701,Produto_3667,Descrição do Produto_3667,354.81,21,"4"
4702,Produto_5521,Descrição do Produto_5521,313.05,75,"4"
4703,Produto_3608,Descrição do Produto_3608,968.77,22,"4"
4704,Produto_1609,Descrição do Produto_1609,943.42,50,"2"
4705,Produto_9545,Descrição do Produto_9545,731.48,93,"7"
4706,Produto_7495,Descrição do Produto_7495,451.21,14,"9"
4707,Produto_6260,Descrição do Produto_6260,592.26,69,"3"
4708,Produto_6008,Descrição do Produto_6008,941.73,12,"4"
4709,Produto_998,Descrição do Produto_998,271.35,47,"3"
4710,Produto_5208,Descrição do Produto_5208,503.77,72,"4"
4711,Produto_6010,Descrição do Produto_6010,204.10,11,"3"
4712,Produto_9572,Descrição do Produto_9572,582.64,62,"10"
4713,Produto_8543,Descrição do Produto_8543,925.34,78,"3"
4714,Produto_8801,Descrição do Produto_8801,894.17,25,"6"
4715,Produto_2560,Descrição do Produto_2560,549.93,37,"6"
4716,Produto_2725,Descrição do Produto_2725,852.88,9,"3"
4717,Produto_8751,Descrição do Produto_8751,265.39,3,"6"
4718,Produto_127,Descrição do Produto_127,880.12,40,"10"
4719,Produto_8687,Descrição do Produto_8687,556.82,78,"4"
4720,Produto_4551,Descrição do Produto_4551,973.66,24,"5"
4721,Produto_182,Descrição do Produto_182,650.81,62,"6"
4722,Produto_3131,Descrição do Produto_3131,690.19,39,"2"
4723,Produto_3174,Descrição do Produto_3174,840.90,10,"3"
4724,Produto_8864,Descrição do Produto_8864,955.45,65,"6"
4725,Produto_861,Descrição do Produto_861,282.33,13,"8"
4726,Produto_3875,Descrição do Produto_3875,781.38,70,"10"
4727,Produto_151,Descrição do Produto_151,639.24,65,"10"
4728,Produto_4058,Descrição do Produto_4058,83.19,66,"4"
4729,Produto_3733,Descrição do Produto_3733,581.57,1,"8"
4730,Produto_223,Descrição do Produto_223,582.08,43,"9"
4731,Produto_4658,Descrição do Produto_4658,572.88,45,"3"
4732,Produto_1938,Descrição do Produto_1938,968.16,83,"10"
4733,Produto_6845,Descrição do Produto_6845,321.44,31,"8"
4734,Produto_292,Descrição do Produto_292,315.11,4,"2"
4735,Produto_1734,Descrição do Produto_1734,944.87,41,"9"
4736,Produto_1510,Descrição do Produto_1510,186.40,7,"1"
4737,Produto_5117,Descrição do Produto_5117,857.37,62,"3"
4738,Produto_3376,Descrição do Produto_3376,675.77,99,"7"
4739,Produto_7793,Descrição do Produto_7793,566.53,73,"7"
4740,Produto_9671,Descrição do Produto_9671,808.63,41,"6"
4741,Produto_8532,Descrição do Produto_8532,612.24,28,"6"
4742,Produto_2024,Descrição do Produto_2024,756.80,87,"6"
4743,Produto_5891,Descrição do Produto_5891,224.68,67,"9"
4744,Produto_2323,Descrição do Produto_2323,262.27,16,"7"
4745,Produto_10000,Descrição do Produto_10000,650.50,68,"4"
4746,Produto_7510,Descrição do Produto_7510,578.75,29,"10"
4747,Produto_676,Descrição do Produto_676,702.95,16,"9"
4748,Produto_8153,Descrição do Produto_8153,234.83,4,"1"
4749,Produto_4726,Descrição do Produto_4726,212.02,28,"1"
4750,Produto_571,Descrição do Produto_571,423.06,74,"9"
4751,Produto_5875,Descrição do Produto_5875,574.95,88,"8"
4752,Produto_2803,Descrição do Produto_2803,630.81,30,"1"
4753,Produto_4925,Descrição do Produto_4925,861.70,92,"3"
4754,Produto_9662,Descrição do Produto_9662,39.07,74,"2"
4755,Produto_2914,Descrição do Produto_2914,931.56,55,"8"
4756,Produto_5448,Descrição do Produto_5448,573.27,6,"4"
4757,Produto_2154,Descrição do Produto_2154,722.54,68,"4"
4758,Produto_1152,Descrição do Produto_1152,895.60,48,"9"
4759,Produto_132,Descrição do Produto_132,839.95,90,"2"
4760,Produto_9590,Descrição do Produto_9590,736.17,78,"8"
4761,Produto_9385,Descrição do Produto_9385,633.07,98,"6"
4762,Produto_9663,Descrição do Produto_9663,65.19,62,"4"
4763,Produto_3107,Descrição do Produto_3107,128.93,30,"4"
4764,Produto_6809,Descrição do Produto_6809,971.35,13,"2"
4765,Produto_2938,Descrição do Produto_2938,524.44,61,"1"
4766,Produto_4734,Descrição do Produto_4734,421.44,28,"2"
4767,Produto_6080,Descrição do Produto_6080,486.74,67,"10"
4768,Produto_5185,Descrição do Produto_5185,965.32,72,"2"
4769,Produto_7421,Descrição do Produto_7421,452.27,38,"2"
4770,Produto_9905,Descrição do Produto_9905,574.99,33,"10"
4771,Produto_9458,Descrição do Produto_9458,927.07,83,"2"
4772,Produto_7303,Descrição do Produto_7303,757.11,16,"8"
4773,Produto_3273,Descrição do Produto_3273,617.19,81,"5"
4774,Produto_5270,Descrição do Produto_5270,910.11,40,"4"
4775,Produto_5204,Descrição do Produto_5204,728.68,49,"8"
4776,Produto_9451,Descrição do Produto_9451,63.59,34,"3"
4777,Produto_8009,Descrição do Produto_8009,73.65,2,"3"
4778,Produto_490,Descrição do Produto_490,90.54,85,"1"
4779,Produto_900,Descrição do Produto_900,988.37,86,"3"
4780,Produto_8311,Descrição do Produto_8311,884.10,59,"8"
4781,Produto_2314,Descrição do Produto_2314,338.68,86,"6"
4782,Produto_9400,Descrição do Produto_9400,621.50,17,"3"
4783,Produto_2723,Descrição do Produto_2723,584.58,87,"6"
4784,Produto_9625,Descrição do Produto_9625,171.70,88,"4"
4785,Produto_4620,Descrição do Produto_4620,189.14,98,"3"
4786,Produto_8253,Descrição do Produto_8253,97.17,60,"4"
4787,Produto_4586,Descrição do Produto_4586,265.88,63,"4"
4788,Produto_2231,Descrição do Produto_2231,269.23,88,"1"
4789,Produto_9794,Descrição do Produto_9794,801.02,74,"1"
4790,Produto_18,Descrição do Produto_18,767.92,8,"9"
4791,Produto_3898,Descrição do Produto_3898,918.96,56,"7"
4792,Produto_5935,Descrição do Produto_5935,63.19,33,"6"
4793,Produto_5329,Descrição do Produto_5329,114.83,82,"6"
